Name;Sweep (T1);;;
Date;27/09/2024;;;
Time;11:37:49 p. m.;;;
Instrument;FSH20 - 120573/020;;;
Firmware Version;V3.50;;;
Instrument Mode;Spectrum Analyzer;;;
Meas Mode;Spectrogram;;;
Uplink;- - -;;;
Downlink;- - -;;;
Channel;- - -;;;
Center Frequency;435000000;Hz;;
Frequency Offset;0;Hz;;
Span;30000000;Hz;;
Ref Level;-20;dBm;;
Ref Offset;0;dB;;
Ref Position;1;;;
Range;100;dB;;
RF Attenuation;Manual;;;
RF Attenuator;0;dB;;
Pre-Amplifier;Off;;;
RF Input;50 Ω;;;
RBW;300000;Hz;;
VBW;3000000;Hz;;
SWT;0,02;s;;
Trigger Mode;Free Run;;;
Trigger Level;- - -;;;
Trigger Delay;- - -;;;
Trace Mode;Clear / Write;;;
Trace Math;Off;;;
Trace Detector;RMS;;;
Primary Transducer;- - -;;;
Secondary Transducer;- - -;;;
Gated Trigger;Off;;;
Gate Mode;Edge;;;
Gate Delay;0;s;;
Gate Length;0,0004;s;;
Isotropic Antenna;Off;;;
Limit Line 1;- - -;;;
Result Limit Line 1;- - -;;;
Limit Line 2;- - -;;;
Result Limit Line 2;- - -;;;
Marker 1;441619047,6;Hz;;
Marker 1 Value;-67,99;dBm;;
DeltaMarker 2;8380952,4;Hz;;
DeltaMarker 2 Value;-23,4;dB;;

Frequency [Hz];Magnitude [dBm];;;
420000000;-87,760856628418;;;
420047619,047619;-87,761833190918;;;
420095238,095238;-88,3793106079102;;;
420142857,142857;-89,4246444702148;;;
420190476,190476;-89,1743698120117;;;
420238095,238095;-89,2581787109375;;;
420285714,285714;-89,5026779174805;;;
420333333,333333;-88,6666870117188;;;
420380952,380952;-88,5839538574219;;;
420428571,428571;-88,8346099853516;;;
420476190,47619;-88,886604309082;;;
420523809,52381;-90,1696243286133;;;
420571428,571429;-87,4455108642578;;;
420619047,619048;-90,2998962402344;;;
420666666,666667;-91,0579681396484;;;
420714285,714286;-90,3345184326172;;;
420761904,761905;-89,9274139404297;;;
420809523,809524;-89,0915756225586;;;
420857142,857143;-88,7975540161133;;;
420904761,904762;-88,6784820556641;;;
420952380,952381;-90,4068374633789;;;
421000000;-89,7170867919922;;;
421047619,047619;-89,9373092651367;;;
421095238,095238;-88,9431076049805;;;
421142857,142857;-88,5278549194336;;;
421190476,190476;-90,4528961181641;;;
421238095,238095;-90,5351409912109;;;
421285714,285714;-88,3471908569336;;;
421333333,333333;-89,247917175293;;;
